Datetime,Forecasted_AEP_MW
2018-08-11 03:00:00,13612.415024161339
2018-08-11 04:00:00,12936.005278080702
2018-08-11 05:00:00,12772.57735389471
2018-08-11 06:00:00,13019.723139196634
2018-08-11 07:00:00,13500.467531204224
2018-08-11 08:00:00,14212.767851948738
2018-08-11 09:00:00,15058.44949734211
2018-08-11 10:00:00,16008.74881464243
2018-08-11 11:00:00,16870.80982232094
2018-08-11 12:00:00,17611.46319520474
2018-08-11 13:00:00,18239.33058547974
2018-08-11 14:00:00,18764.10216736794
2018-08-11 15:00:00,19191.26125979424
2018-08-11 16:00:00,19533.116276144985
2018-08-11 17:00:00,19696.266384601597
2018-08-11 18:00:00,19647.272848367695
2018-08-11 19:00:00,19553.909474849705
2018-08-11 20:00:00,19395.082438468937
2018-08-11 21:00:00,19077.63774800301
2018-08-11 22:00:00,18561.489259004597
2018-08-11 23:00:00,17848.783620238308
2018-08-12 00:00:00,16938.600221931938
2018-08-12 01:00:00,15875.392942428589
2018-08-12 02:00:00,14766.502864181995
2018-08-12 03:00:00,13795.282125532627
2018-08-12 04:00:00,13145.82098543644
2018-08-12 05:00:00,12957.4319062531
2018-08-12 06:00:00,13136.7992978096
2018-08-12 07:00:00,13556.286402016878
2018-08-12 08:00:00,14221.380859911442
2018-08-12 09:00:00,15064.681982278824
2018-08-12 10:00:00,15996.30161345005
2018-08-12 11:00:00,16915.666617512707
2018-08-12 12:00:00,17792.83724713326
2018-08-12 13:00:00,18535.29534173012
2018-08-12 14:00:00,19121.49469470978
2018-08-12 15:00:00,19608.721533775333
2018-08-12 16:00:00,20013.586214065555
2018-08-12 17:00:00,20192.545646309856
2018-08-12 18:00:00,20159.830142855648
2018-08-12 19:00:00,20005.34826934338
2018-08-12 20:00:00,19786.691682696346
2018-08-12 21:00:00,19420.11610889435
2018-08-12 22:00:00,18872.639034032825
2018-08-12 23:00:00,18184.88062345982
2018-08-13 00:00:00,17275.869477868084
2018-08-13 01:00:00,16233.327174425127
2018-08-13 02:00:00,15127.721420764923
2018-08-13 03:00:00,14134.738369941711
2018-08-13 04:00:00,13404.327681213617
2018-08-13 05:00:00,13079.31377273798
2018-08-13 06:00:00,13118.41735714674
2018-08-13 07:00:00,13339.299831271172
2018-08-13 08:00:00,13819.248234391212
2018-08-13 09:00:00,14467.189431905746
2018-08-13 10:00:00,15230.761521935463
2018-08-13 11:00:00,16046.575455188751
2018-08-13 12:00:00,16840.442666172985
2018-08-13 13:00:00,17609.953337550167
2018-08-13 14:00:00,18286.10735869408
2018-08-13 15:00:00,18906.371674418453
2018-08-13 16:00:00,19374.479412674908
2018-08-13 17:00:00,19636.91418755055
2018-08-13 18:00:00,19690.645718574528
2018-08-13 19:00:00,19640.879965066913
2018-08-13 20:00:00,19497.06218159199
2018-08-13 21:00:00,19201.80240976811
2018-08-13 22:00:00,18718.395356893543
2018-08-13 23:00:00,18039.92756533623
2018-08-14 00:00:00,17211.403742551807
2018-08-14 01:00:00,16208.131184697153
2018-08-14 02:00:00,15164.333547949791
2018-08-14 03:00:00,14165.152108848095
2018-08-14 04:00:00,13382.621316373348
2018-08-14 05:00:00,12981.292123377323
2018-08-14 06:00:00,12916.69864565134
2018-08-14 07:00:00,13089.93800330162
2018-08-14 08:00:00,13444.739184617996
2018-08-14 09:00:00,13996.111922740936
2018-08-14 10:00:00,14694.445099711418
2018-08-14 11:00:00,15508.24300801754
2018-08-14 12:00:00,16307.82020866871
2018-08-14 13:00:00,17077.300145030025
2018-08-14 14:00:00,17789.808887600902
2018-08-14 15:00:00,18406.959362030033
2018-08-14 16:00:00,18932.95746314526
2018-08-14 17:00:00,19253.585148692135
2018-08-14 18:00:00,19333.79681682587
2018-08-14 19:00:00,19314.65754616261
2018-08-14 20:00:00,19193.147621393207
2018-08-14 21:00:00,19009.23889112473
2018-08-14 22:00:00,18588.084652423862
2018-08-14 23:00:00,17973.942367672924
2018-08-15 00:00:00,17197.28484463692
2018-08-15 01:00:00,16259.494198560717
2018-08-15 02:00:00,15268.095921993256
2018-08-15 03:00:00,14376.840010881424
2018-08-15 04:00:00,13737.812928438187
2018-08-15 05:00:00,13531.418652653694
2018-08-15 06:00:00,13709.983332037926
2018-08-15 07:00:00,14115.677857756615
2018-08-15 08:00:00,14699.725759625435
2018-08-15 09:00:00,15471.0373108387
2018-08-15 10:00:00,16381.351813197138
2018-08-15 11:00:00,17341.964649260048
2018-08-15 12:00:00,18293.006409287456
2018-08-15 13:00:00,19120.471794962887
2018-08-15 14:00:00,19808.831459283832
2018-08-15 15:00:00,20384.009427666668
2018-08-15 16:00:00,20860.391608476642
2018-08-15 17:00:00,21056.631803393368
2018-08-15 18:00:00,21004.301596999172
2018-08-15 19:00:00,20810.990833282474
2018-08-15 20:00:00,20491.49265956879
2018-08-15 21:00:00,20035.637627482418
2018-08-15 22:00:00,19363.37158584595
2018-08-15 23:00:00,18521.658599376682
2018-08-16 00:00:00,17503.665889859203
2018-08-16 01:00:00,16353.33252412081
2018-08-16 02:00:00,15176.241445660591
2018-08-16 03:00:00,14118.73214995861
2018-08-16 04:00:00,13381.419529229403
2018-08-16 05:00:00,13106.562285244465
2018-08-16 06:00:00,13267.256713956594
2018-08-16 07:00:00,13676.14552026987
2018-08-16 08:00:00,14284.120151758194
2018-08-16 09:00:00,15095.691212117672
2018-08-16 10:00:00,16007.35949587822
2018-08-16 11:00:00,16939.44543486834
2018-08-16 12:00:00,17783.22583138943
2018-08-16 13:00:00,18533.12564170361
2018-08-16 14:00:00,19084.76346933842
2018-08-16 15:00:00,19528.55404722691
2018-08-16 16:00:00,19907.575381517414
2018-08-16 17:00:00,20081.67387890816
2018-08-16 18:00:00,20024.353074312214
2018-08-16 19:00:00,19856.78768873215
2018-08-16 20:00:00,19555.04282855988
2018-08-16 21:00:00,19127.939443349842
2018-08-16 22:00:00,18480.774304986004
2018-08-16 23:00:00,17635.476847290996
2018-08-17 00:00:00,16590.757160067562
2018-08-17 01:00:00,15426.512357771397
2018-08-17 02:00:00,14251.346059679985
2018-08-17 03:00:00,13191.259584873915
2018-08-17 04:00:00,12493.431854844093
2018-08-17 05:00:00,12314.299298018217
2018-08-17 06:00:00,12535.913409590721
2018-08-17 07:00:00,13025.376461178064
2018-08-17 08:00:00,13730.274685561657
2018-08-17 09:00:00,14603.999631762505
2018-08-17 10:00:00,15481.969371795654
2018-08-17 11:00:00,16331.104864597322
2018-08-17 12:00:00,17035.742561697964
2018-08-17 13:00:00,17624.63218903542
2018-08-17 14:00:00,18100.574474930767
2018-08-17 15:00:00,18529.95033037663
2018-08-17 16:00:00,18865.95800995827
2018-08-17 17:00:00,19035.418401360515
2018-08-17 18:00:00,19034.529967308048
2018-08-17 19:00:00,18968.027076721195
2018-08-17 20:00:00,18774.04590547085
2018-08-17 21:00:00,18479.15687477589
2018-08-17 22:00:00,17913.42224001885
2018-08-17 23:00:00,17154.87292391062
2018-08-18 00:00:00,16184.49547725916
2018-08-18 01:00:00,15071.385097146034
2018-08-18 02:00:00,13951.867906928062
